nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
5555846505,2020-06-08,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
8475846505,2020-06-10,Trata,Explotación laboral,Victima directa,,Misiones,,Hombre,28,No,,54
8475846505,2020-06-10,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
6575846505,2020-06-11,Trata,Explotación sexual,Victima indirecta - familiar,,Córdoba,Cruz de Caña,Hombre,,No,,14
6575846505,2020-06-11,Trata,Explotación sexual,Victima indirecta - familiar,,Córdoba,Cruz de Caña,Mujer,,No,,14
3584946505,2020-06-13,Trata,Explotación sexual,Victima directa,,Buenos Aires,,Mujer,,No,,06
3584946505,2020-06-13,Trata,Explotación sexual,Acusado,,Buenos Aires,Bernal,Hombre,,No,,06
3584946505,2020-06-13,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
5584946505,2020-06-13,Trata,Explotación sexual,Acusado,,Buenos Aires,La Plata,Mujer,,No,,06
505946505,2020-06-17,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,,No,,
4505946505,2020-06-18,Trata,Pornografía infantil,Acusado,Argentina,Buenos Aires,Verónica,Hombre,19,No,,06
4505946505,2020-06-18,Trata,Pornografía infantil,Victima directa,Argentina,,,Mujer,14,No,,
5505946505,2020-06-18,Trata,Explotación sexual,Acusado,,Buenos Aires,La Plata,Mujer,,No,,06
515946505,2020-06-19,Trata,Explotación sexual,Acusado,,Corrientes,Corrientes,Mujer,,No,,18
515946505,2020-06-19,Trata,Explotación sexual,Acusado,,Buenos Aires,San Nicolás de Los Arroyos,Hombre,,No,,06
5515946505,2020-06-19,Trata,Abuso sexual infantil,Victima indirecta - familiar,,Buenos Aires,Berazategui,Hombre,,No,,06
5515946505,2020-06-19,Trata,Abuso sexual infantil,Victima directa,,,,Mujer,13,No,,
5515946505,2020-06-19,Trata,Abuso sexual infantil,Acusado,,Buenos Aires,Florencio Varela,Hombre,34,No,,06
5515946505,2020-06-19,Trata,Abuso sexual infantil,Acusado,,Buenos Aires,Florencio Varela,Mujer,,No,,06
7515946505,2020-06-20,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,02
7515946505,2020-06-20,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,,No,,02
7515946505,2020-06-20,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,,No,,02
7515946505,2020-06-20,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
7515946505,2020-06-20,Trata,Explotación sexual,Acusado,,,,,,No,,
2525946505,2020-06-22,Trata,Explotación sexual,Acusado,,Buenos Aires,Tigre,Mujer,,No,,06
535946505,2020-06-23,Trata,Posible captación,Acusado,,,,Hombre,,No,,
6525946505,2020-06-23,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,,No,,
6525946505,2020-06-23,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,,No,,
9435946505,2020-06-23,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,21,No,,
9435946505,2020-06-23,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,18,No,,
9435946505,2020-06-23,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,16,No,,
2535946505,2020-06-24,Trata,Explotación sexual,Acusado,,Buenos Aires,Castelar,Hombre,,No,,06
2535946505,2020-06-24,Trata,Explotación sexual,Acusado,,Buenos Aires,El Palomar,Hombre,,No,,06
3535946505,2020-06-24,Trata,"Explotación laboral niñas, niños y adolescentes, violencia física a niños",Victima directa,Argentina,,,Hombre,12,No,,
3535946505,2020-06-24,Trata,"Explotación laboral niñas, niños y adolescentes, violencia física a niños",Victima directa,Argentina,,,Hombre,14,No,,
6535946505,2020-06-24,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,San Miguel,Transexual,,No,,06
9445946505,2020-06-24,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,15,No,,
2545946505,2020-06-25,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Paraguay,Buenos Aires,Morón,Mujer,,No,,06
4545946505,2020-06-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,Buenos Aires,Berazategui,Mujer,,No,,06
4545946505,2020-06-25,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,Bernal,Hombre,,No,,06
4545946505,2020-06-25,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
6545946505,2020-06-25,Trata,Oferta laboral engañosa,Victima directa,Peru,Mendoza,Guaymallén,Mujer,,No,,50
8455946505,2020-06-25,Trata,Explotación sexual,Acusado,,Misiones,Puerto Iguazú,Mujer,,No,,54
2555946505,2020-06-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Belén de Escobar,Mujer,,No,,06
2555946505,2020-06-26,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Belén de Escobar,Mujer,,No,,06
3555946505,2020-06-26,Trata,Publicidad de oferta sexual,Acusado,,,,Hombre,,No,,
4555946505,2020-06-26,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,,No,,
5565946505,2020-06-28,Trata,Grooming,Victima directa,Argentina,Buenos Aires,Los Cardales,Mujer,14,No,,06
6565946505,2020-06-28,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,,No,,
6565946505,2020-06-28,Trata,Persona desaparecida,Victima directa,,,,Mujer,14,No,,
6565946505,2020-06-28,Trata,Persona desaparecida,Acusado,,,,Hombre,29,No,,
7565946505,2020-06-29,Trata,Persona desaparecida,Victima directa,,,,Mujer,14,No,,
7565946505,2020-06-29,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,,No,,
7565946505,2020-06-29,Trata,Persona desaparecida,Acusado,,,,Hombre,,No,,
575946505,2020-06-30,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,18,No,,
6575946505,2020-06-30,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,San Miguel,Transexual,,No,,06
6575946505,2020-06-30,Trata,Explotación sexual,Victima directa,,,,Travesti,30,No,,
584056505,2020-07-01,Trata,Explotación sexual,Acusado,Argentina,Córdoba,salsipuedes,Hombre,,No,No,14
4584056505,2020-07-02,Trata,Explotación sexual,Acusado,,Buenos Aires,Bahía Blanca,Mujer,45,No,,06
6584056505,2020-07-02,Trata,Explotación sexual,Victima directa,,Buenos Aires,Longchamps,Mujer,30,No,,06
6584056505,2020-07-02,Trata,Explotación sexual,Victima directa,,,,Mujer,5,No,,
7584056505,2020-07-02,Trata,Explotación laboral,Acusado,,Córdoba,Jesús María,Hombre,,No,,14
1594056505,2020-07-03,Trata,Explotación laboral,Victima directa,Paraguay,,,Mujer,47,No,,
1594056505,2020-07-03,Trata,Explotación laboral,Victima directa,Argentina,Buenos Aires,,Mujer,95,No,,06
2594056505,2020-07-03,Trata,Explotación laboral,Victima directa,,Santa Fe,Santa Fe,Mujer,,No,,82
4594056505,2020-07-03,Trata,Explotación sexual,Victima directa,,Buenos Aires,Boulogne,Mujer,,No,,06
8405056505,2020-07-03,Trata,Explotación sexual,Victima directa,,Buenos Aires,Boulogne,Mujer,,No,,06
8405056505,2020-07-03,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,,No,,
8405056505,2020-07-03,Trata,Explotación sexual,Victima indirecta - familiar,,Buenos Aires,,Mujer,,No,,06
9415056505,2020-07-05,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Santa Fe,Santa Fe,Mujer,15,No,,82
1525056505,2020-07-07,Trata,Venta de niños y otros delitos,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
1525056505,2020-07-07,Trata,Venta de niños y otros delitos,Victima directa,,,,Mujer,20,No,,
1525056505,2020-07-07,Trata,Venta de niños y otros delitos,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
7515056505,2020-07-07,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
3525056505,2020-07-08,Trata,Matrimonio forzado,Victima directa,,,,Mujer,,No,,
3525056505,2020-07-08,Trata,Matrimonio forzado,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
6525056505,2020-07-08,Trata,Posible captación,Victima directa,Venezuela,,,Mujer,,No,,
7525056505,2020-07-08,Trata,Matrimonio forzado,Victima directa,,,,Mujer,,No,,
7525056505,2020-07-08,Trata,Matrimonio forzado,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
1535056505,2020-07-09,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Córdoba,Villa Allende,Mujer,50,No,,14
1535056505,2020-07-09,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Córdoba,Villa Allende,Mujer,16,No,,14
535056505,2020-07-09,Trata,Explotación sexual,Acusado,,Corrientes,Esquina,Hombre,,No,,18
535056505,2020-07-09,Trata,Explotación sexual,Victima directa,,,,Mujer,14,No,,
5535056505,2020-07-10,Trata,Explotación laboral,Victima directa,,,,Mujer,,No,,
5535056505,2020-07-10,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
3555056505,2020-07-15,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,No,,02
3555056505,2020-07-15,Trata,Explotación sexual,Acusado,,Buenos Aires,Martínez,,,No,,06
5555056505,2020-07-15,Trata,"Explotación sexual, explotación sexual niñas, niños y adolescentes, posible captación, traslado de personas",Acusado,Argentina,,,Hombre,,No,,
5555056505,2020-07-15,Trata,"Explotación sexual, explotación sexual niñas, niños y adolescentes, posible captación, traslado de personas",Acusado,Argentina,,,Mujer,,No,,
5555056505,2020-07-15,Trata,"Explotación sexual, explotación sexual niñas, niños y adolescentes, posible captación, traslado de personas",Acusado,Argentina,,,Mujer,,No,,
5555056505,2020-07-15,Trata,"Explotación sexual, explotación sexual niñas, niños y adolescentes, posible captación, traslado de personas",Acusado,Argentina,,,Mujer,,No,,
6555056505,2020-07-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,Goya,Mujer,24,No,,18
6555056505,2020-07-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,Goya,Hombre,34,No,,18
8465056505,2020-07-16,Trata,Explotación sexual,Victima directa,Brasil,Tierra del Fuego,Rio Grande,Mujer,,No,,94
8465056505,2020-07-16,Trata,Explotación sexual,Acusado,Argentina,Tierra del Fuego,Tolhuin,Hombre,,No,,94
3565056505,2020-07-17,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Mar del Plata,Mujer,23,No,,06
5565056505,2020-07-17,Trata,Explotación laboral,Acusado,Chile,Tierra del Fuego,Río Grande,Hombre,,No,,94
5565056505,2020-07-17,Trata,Explotación laboral,Victima directa,,Tierra del Fuego,Rio Grande,Hombre,,No,,94
6565056505,2020-07-17,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,,No,,
7565056505,2020-07-17,Trata,Explotación sexual,Victima directa,,Buenos Aires,Villa Soldati,Mujer,,No,,06
7565056505,2020-07-17,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Soldati,Hombre,,No,,06
2575056505,2020-07-18,Trata,Explotación sexual,Acusado,,Buenos Aires,Tigre,Mujer,,No,,06
5575056505,2020-07-19,Trata,Persona desaparecida,Victima directa,,Mendoza,Guaymallén,Mujer,30,No,,50
2584156505,2020-07-20,Trata,Persona desaparecida,Victima directa,Uruguay,,,Mujer,23,No,,
3584156505,2020-07-20,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Salta,Salta,Hombre,,No,,66
3584156505,2020-07-20,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,16,No,,
3584156505,2020-07-20,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,19,No,,
584156505,2020-07-20,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
584156505,2020-07-20,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
7575056505,2020-07-20,Trata,Explotación sexual,Victima directa,,Buenos Aires,,Mujer,32,No,,06
8484156505,2020-07-20,Trata,Explotación sexual,Acusado,,Entre Ríos,Paraná,Hombre,,No,,30
1594156505,2020-07-21,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
4584156505,2020-07-21,Trata,Explotación laboral,Victima directa,,,,Hombre,41,No,,
4584156505,2020-07-21,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
4584156505,2020-07-21,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
594156505,2020-07-21,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Ramos Mejía,Hombre,58,No,,06
6584156505,2020-07-21,Trata,Explotación sexual,Victima directa,Argentina,Córdoba,Río Cuarto,Mujer,33,No,,14
6584156505,2020-07-21,Trata,Explotación sexual,Victima directa,Argentina,Córdoba,Río Cuarto,Mujer,40,No,,14
6584156505,2020-07-21,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
2505156505,2020-07-22,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
8405156505,2020-07-22,Trata,Explotación laboral,Acusado,Bolivia,,,Hombre,,No,,
8405156505,2020-07-22,Trata,Explotación laboral,Acusado,Bolivia,,,Mujer,,No,,
8405156505,2020-07-22,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,,No,,
6505156505,2020-07-23,Trata,Posible captación,Acusado,,,,Hombre,,No,,
6505156505,2020-07-23,Trata,Posible captación,Acusado,,,,Hombre,,No,,
9415156505,2020-07-24,Trata,Robo de identidad,Acusado,Argentina,Santa Fe,Rafaela,Mujer,19,No,,82
4515156505,2020-07-25,Trata,Explotación laboral,Victima directa,,,,Mujer,,No,,
4515156505,2020-07-25,Trata,Explotación laboral,Acusado,Argentina,Buenos Aires,Melchor Romero,Mujer,,No,,06
6515156505,2020-07-25,Trata,Publicidad de oferta sexual,Victima directa,,Buenos Aires,San Isidro,Mujer,,No,,06
7515156505,2020-07-25,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
7515156505,2020-07-25,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
525156505,2020-07-26,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Florencio Varela,Mujer,21,No,,06
525156505,2020-07-26,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Florencio Varela,Mujer,39,No,,06
9425156505,2020-07-26,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Florencio Varela,Mujer,21,No,,06
9425156505,2020-07-26,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Florencio Varela,Mujer,39,No,,06
2535156505,2020-07-28,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Mendoza,Godoy Cruz,Hombre,50,No,,50
2535156505,2020-07-28,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Mendoza,Godoy Cruz,Mujer,13,No,,50
2535156505,2020-07-28,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,,Mendoza,Godoy Cruz,Mujer,45,No,,50
4535156505,2020-07-28,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
4535156505,2020-07-28,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
3545156505,2020-07-29,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Lanús Oeste,Mujer,21,No,,06
8445156505,2020-07-29,Trata,Extorsión sexual y amenazas,Victima directa,,,,Mujer,13,No,,
8445156505,2020-07-29,Trata,Extorsión sexual y amenazas,Acusado,,Buenos Aires,Los Polvorines,Hombre,12,No,,06
8445156505,2020-07-29,Trata,Extorsión sexual y amenazas,Acusado,,,,Mujer,,No,,
1555156505,2020-07-30,Trata,"Grooming, pornografía infantil",Victima directa,,,,Mujer,14,No,,
9455156505,2020-07-30,Trata,Grooming,Acusado,,,,Mujer,,No,,
1565156505,2020-07-31,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,,No,,
1565156505,2020-07-31,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,50,No,,
3555156505,2020-07-31,Trata,Otro,Victima directa,,,,Mujer,8,No,,
3555156505,2020-07-31,Trata,Otro,Acusado,,,,Hombre,,No,,
565156505,2020-07-31,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,27,No,,
565156505,2020-07-31,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,24,No,,
7555156505,2020-07-31,Trata,Explotación sexual,Acusado,,Buenos Aires,Tigre,,,No,,06
1594256505,2020-08-01,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,Buenos Aires,Temperley,Hombre,68,No,,06
1594256505,2020-08-01,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,Temperley,Hombre,50,No,,06
1594256505,2020-08-01,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,Temperley,Mujer,50,No,,06
584256505,2020-08-01,Trata,Explotación laboral,Acusado,,,,,,No,,
584256505,2020-08-01,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
6594256505,2020-08-01,Trata,Explotación laboral,Victima directa,Venezuela,,,Hombre,,No,,
6594256505,2020-08-01,Trata,Explotación laboral,Victima directa,Venezuela,,,Hombre,,No,,
8484256505,2020-08-01,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,Cruz Alta,Mujer,,No,,14
3505256505,2020-08-02,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,29,No,,
4505256505,2020-08-02,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Misiones,San Javier,Mujer,43,No,,54
4505256505,2020-08-02,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Misiones,San Javier,Mujer,14,No,,54
505256505,2020-08-02,Trata,Oferta laboral engañosa,Victima directa,Venezuela,,,Hombre,,No,,
505256505,2020-08-02,Trata,Oferta laboral engañosa,Acusado,Argentina,Río Negro,Las Grutas,Hombre,,No,,62
6505256505,2020-08-02,Trata,Explotación sexual,Victima directa,Argentina,Neuquén,Neuquén,Hombre,24,No,,58
9415256505,2020-08-03,Trata,Explotación sexual,Victima directa,,Buenos Aires,Tandil,Mujer,30,No,,06
9415256505,2020-08-03,Trata,Explotación sexual,Acusado,,Buenos Aires,Tandil,Hombre,,No,,06
9425256505,2020-08-03,Trata,Explotación sexual,Acusado,,San Juan,San Juan,Hombre,,No,,70
9425256505,2020-08-03,Trata,Explotación sexual,Victima directa,,San Juan,San Juan,Mujer,,No,,70
5525256505,2020-08-04,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
5535256505,2020-08-04,Trata,Explotación sexual,Victima directa,,Buenos Aires,Lomas de Zamora,Mujer,16,No,,06
5535256505,2020-08-04,Trata,Explotación sexual,Acusado,,Buenos Aires,Lomas de Zamora,Hombre,33,No,,06
6525256505,2020-08-04,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
6525256505,2020-08-04,Trata,Explotación sexual,Acusado,Paraguay,,,Mujer,,No,,
6525256505,2020-08-04,Trata,Explotación sexual,Acusado,Paraguay,,,Mujer,,No,,
6525256505,2020-08-04,Trata,Explotación sexual,Acusado,Paraguay,,,Mujer,,No,,
6535256505,2020-08-04,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,44,No,,
6535256505,2020-08-04,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,41,No,,
6535256505,2020-08-04,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,,No,,
7535256505,2020-08-04,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,,No,,
7535256505,2020-08-04,Trata,Explotación sexual,Victima directa,Paraguay,,,Mujer,,No,,
7535256505,2020-08-04,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,,No,,
1555256505,2020-08-05,Trata,Venta de niños y otros delitos,Victima directa,Argentina,Tucumán,ALDERETE,Mujer,32,No,,90
1555256505,2020-08-05,Trata,Venta de niños y otros delitos,Acusado,Argentina,,,Hombre,49,No,,
5545256505,2020-08-05,Trata,Explotación laboral,Victima directa,Paraguay,,,Mujer,21,No,,
6545256505,2020-08-05,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Avellaneda,Mujer,,No,,06
8455256505,2020-08-05,Trata,"Explotación sexual, posible captación",Acusado,Argentina,,,Hombre,,No,,
7555256505,2020-08-06,Trata,Explotación laboral,Acusado,,,,Hombre,45,No,,
1575256505,2020-08-07,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,San Vicente,Hombre,,No,,06
4575256505,2020-08-07,Trata,Explotación sexual,Victima directa,Argentina,Neuquén,Neuquén,Hombre,,No,,58
5565256505,2020-08-07,Trata,Otro,Acusado,Argentina,Chubut,Comodoro Rivadavia,Hombre,42,No,,26
5565256505,2020-08-07,Trata,Otro,Victima indirecta - familiar,Bolivia,Chubut,Comodoro Rivadavia,Mujer,,No,,26
5575256505,2020-08-07,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
8475256505,2020-08-07,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Peru,,,Hombre,,No,,
9475256505,2020-08-07,Trata,Oferta laboral engañosa,Acusado,Sin descripcion,,,Mujer,,No,,
2584356505,2020-08-08,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,Cruz Alta,Mujer,,No,,14
8494356505,2020-08-08,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Ballester,Mujer,,No,,06
4594356505,2020-08-09,Trata,Abuso sexual infantil,Acusado,Argentina,Chubut,Comodoro Rivadavia,Hombre,,No,,26
4594356505,2020-08-09,Trata,Abuso sexual infantil,Victima indirecta - familiar,Bolivia,Chubut,Comodoro Rivadavia,Mujer,,No,,26
5594356505,2020-08-09,Trata,Explotación sexual,Acusado,,,,,,No,,
5594356505,2020-08-09,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
3505356505,2020-08-10,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Rosa,Hombre,,No,,06
4505356505,2020-08-10,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
6505356505,2020-08-11,Trata,Explotación laboral,Victima directa,Paraguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires Ciudad Autónoma de Buenos Aires,Mujer,35,No,,02
6505356505,2020-08-11,Trata,Explotación laboral,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,50,No,,02
7505356505,2020-08-11,Trata,Explotación laboral,Victima directa,,Córdoba,Las Chacras,Mujer,60,No,,14
7505356505,2020-08-11,Trata,Explotación laboral,Acusado,,Córdoba,Las Chacras,Hombre,,No,,14
9415356505,2020-08-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,El Bañado,Hombre,50,No,,90
9415356505,2020-08-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Tafí del Valle,Mujer,43,No,,90
9415356505,2020-08-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Tafí del Valle,Hombre,20,No,,90
5525356505,2020-08-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,Del Viso,Mujer,40,No,,06
5525356505,2020-08-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Del Viso,Mujer,11,No,,06
5525356505,2020-08-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Del Viso,Mujer,17,No,,06
5525356505,2020-08-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Del Viso,Mujer,19,No,,06
6515356505,2020-08-12,Trata,Explotación sexual,Acusado,,,,,,No,,
6515356505,2020-08-12,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
3565356505,2020-08-14,Trata,Explotación sexual,Victima directa,Chile,,,Mujer,,No,,
5545356505,2020-08-14,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5545356505,2020-08-14,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
5545356505,2020-08-14,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
5545356505,2020-08-14,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
555356505,2020-08-14,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,,,Hombre,,No,,
555356505,2020-08-14,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
5555356505,2020-08-14,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,16,No,,
8475356505,2020-08-15,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
5505456505,2020-08-16,Trata,Explotación sexual,Acusado,Paraguay,Buenos Aires,Caseros,Mujer,,No,,06
7594456505,2020-08-16,Trata,Posible captación,Victima directa,,,,,,No,,
2515456505,2020-08-17,Trata,Persona desaparecida,Victima directa,Argentina,Buenos Aires,Esteban Echeverría,Mujer,,No,,06
6525456505,2020-08-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,,No,,
7515456505,2020-08-17,Trata,Persona desaparecida,Victima directa,Argentina,Buenos Aires,Esteban Echeverría,Mujer,,No,,06
9425456505,2020-08-17,Trata,Explotación sexual,Victima directa,,Tucumán,San Miguel de Tucumán,Mujer,,No,,90
9425456505,2020-08-17,Trata,Explotación sexual,Victima indirecta - familiar,,Tucumán,San Miguel de Tucumán,Mujer,,No,,90
9425456505,2020-08-17,Trata,Explotación sexual,Acusado,,Tucumán,San Miguel de Tucumán,Hombre,,No,,90
5555456505,2020-08-18,Trata,Venta de niños y otros delitos,Victima directa,Bolivia,,,Mujer,23,No,,
5555456505,2020-08-18,Trata,Venta de niños y otros delitos,Victima indirecta - familiar,,Buenos Aires,,Hombre,25,No,,06
5555456505,2020-08-18,Trata,Venta de niños y otros delitos,Victima indirecta - familiar,,,,Mujer,,No,,
5555456505,2020-08-18,Trata,Venta de niños y otros delitos,Acusado,Peru,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,,No,,02
5555456505,2020-08-18,Trata,Venta de niños y otros delitos,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,45,No,,02
8455456505,2020-08-18,Trata,Venta de niños y otros delitos,Victima directa,Bolivia,,,Mujer,,No,,
8455456505,2020-08-18,Trata,Venta de niños y otros delitos,Acusado,Peru,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,,No,,02
9455456505,2020-08-18,Trata,Explotación sexual,Victima directa,Paraguay,Buenos Aires,José León Suárez,Mujer,38,No,,06
9455456505,2020-08-18,Trata,Explotación sexual,Acusado,Paraguay,Buenos Aires,Cuartel V,Hombre,50,No,,06
1575456505,2020-08-19,Trata,Explotación sexual,Victima directa,Paraguay,Buenos Aires,José León Suárez,Mujer,,No,,06
1575456505,2020-08-19,Trata,Explotación sexual,Acusado,Paraguay,Buenos Aires,Cuartel V,Hombre,,No,,06
3565456505,2020-08-19,Trata,Otro,Victima directa,,,,Mujer,44,No,,
3565456505,2020-08-19,Trata,Otro,Acusado,,,,Hombre,39,No,,
5565456505,2020-08-19,Trata,Explotación laboral,Victima directa,,,,Hombre,40,No,,
575456505,2020-08-19,Trata,Persona desaparecida,Victima directa,Argentina,,,Hombre,,No,,
8465456505,2020-08-19,Trata,Explotación laboral,Victima directa,,,,Hombre,65,No,,
